"","x","y","subject"
"60",1.85641754704884,15.8420804449648,"5"
"61",-3.39294271719148,5.92338678652511,"1"
"62",-1.10358044274115,6.92710417984816,"2"
"63",0.106008453461008,9.99324726781644,"3"
"64",3.84453493575948,9.58292510847544,"4"
"65",8.10016937125429,9.19172006590204,"5"
"66",-4.98206233211307,8.93857662278755,"1"
"67",-6.61833775128162,13.3435124014808,"2"
"68",2.01147704892451,7.73969419791378,"3"
"69",0.581598474835215,12.9987868980716,"4"
"70",2.62398276706528,14.6140309315276,"5"
"71",-1.9488572606066,5.7064819114605,"1"
"72",-2.56954601410202,9.60652542773303,"2"
"73",-2.44143542450907,11.4947367458935,"3"
"74",2.3626069594983,12.0509456052207,"4"
"75",3.72221727512191,14.0839921695904,"5"
"76",-3.98847162820023,6.10218704488346,"1"
"77",-1.22943919774734,6.73401505685413,"2"
"78",-0.741320063584819,10.0939876270521,"3"
"79",3.28875309703767,11.913259068231,"4"
"80",3.5590268763625,14.4951811409221,"5"
"81",-3.33643607216861,5.79390597061368,"1"
"82",0.193678026298695,5.96798711004837,"2"
"83",0.870362981667606,10.2636985364427,"3"
"84",1.34813682893755,12.3096294812468,"4"
"85",6.29761523690219,11.1704706400022,"5"
"86",-2.01299228807576,5.41162677159077,"1"
"87",-0.90320608098386,6.63597137079154,"2"
"88",0.477463470222882,9.16523560696699,"3"
"89",0.744187847921257,12.4009152664754,"4"
"90",6.72130489706002,10.5531905548109,"5"
"91",-5.20051917429425,7.38169060810961,"1"
"92",2.37466598603315,3.94860515497813,"2"
"93",3.06522125237038,8.66722961503568,"3"
"94",1.52859928179905,12.9882683811843,"4"
"95",1.94715819938644,15.8486304273666,"5"
"96",-5.4208131273986,8.07028483205131,"1"
"97",-1.48623258168694,7.06143451399908,"2"
"98",-0.493383756924747,9.83752277102599,"3"
"99",1.30491480120453,13.3327420367951,"4"
"100",2.09676286546997,15.2465394739168,"5"
"101",-4.09005544961784,7.91723651997436,"1"
"102",-3.56980893891415,9.6709231550369,"2"
"103",-3.33588387317627,12.4461270661856,"3"
"104",1.23954695942448,12.2609633396987,"4"
"105",5.83799321812153,11.9108908832554,"5"
"106",-5.15069392521678,6.8061503341888,"1"
"107",-0.784071355549933,6.69211869892827,"2"
"108",-3.23576541657833,12.5203302085341,"3"
"109",1.88887606895092,12.3647732946065,"4"
"110",5.03881440788692,12.5444014317132,"5"
"111",-3.39769327566657,5.22652276316183,"1"
"112",-1.78864761170211,7.51944979222848,"2"
"113",-1.28141201661075,11.9291849726748,"3"
"114",0.300591307932836,12.9075349995209,"4"
"115",1.95174241879017,15.9733887365323,"5"
"116",-3.76470680579975,7.51836537718702,"1"
"117",-3.8949492283696,10.0035727356496,"2"
"118",-0.981114887401337,9.72337200830077,"3"
"119",1.48781561560351,12.0678264768632,"4"
"120",7.68772401046441,10.8508836599401,"5"
"121",-5.30389980339092,7.63551912753281,"1"
"122",-1.52922685543029,7.20631212063211,"2"
"123",0.155921699127422,9.65194352673989,"3"
"124",0.0762867317397429,13.9881366922061,"4"
"125",3.8573838277528,15.3613147957966,"5"
